Santa Marinha e Sao Pedro da Afurada,30
Serzedo e Perosinho,31
Trofa,18
Covelas,06
Muro,08
Alvarelhos e Guidoes,09
Bougado (Sao Martinho e Santiago),10
Coronado (Sao Romao e Sao Mamede),11
PORTALEGRE,12
Alter do Chao,1
Alter do Chao,01
Chancelaria,02
Seda,03
Cunheira,04
Arronches,2
Assuncao,01
Esperanca,02
Mosteiros,03
Avis,3
Aldeia Velha,02
Avis,03
Ervedal,05
Figueira e Barros,06
Alcorrego e Maranhao,09
Benavila e Valongo,10
Campo Maior,4
Nossa Senhora da Expectacao,01
Nossa Senhora da Graca Dos Degolados,02
S. Joao Baptista,03
Castelo de Vide,5
Nossa Senhora da Graca de Povoa e Meadas,01
Santa Maria da Devesa,02
Santiago Maior,03
S. Joao Baptista,04
Crato,6
Aldeia da Mata,01
Gafete,04
Monte da Pedra,05
Crato e Martires, Flor da Rosa e Vale do Peso,07
Elvas,7
Santa Eulalia,06
S. Bras e S. Lourenco,07
S. Vicente e Ventosa,08
Assuncao, Ajuda, Salvador e Santo Ildefonso,12
Caia, Sao Pedro e Alcacova,13
Barbacena e Vila Fernando,14
Terrugem e Vila Boim,15
Fronteira,8
Cabeco de Vide,01
Fronteira,02
S. Saturnino,03
Gaviao,9
Belver,02
Comenda,03
Margem,05
Gaviao e Atalaia,06
Marvao,10
Beira,01
Santa Maria de Marvao,02
Santo Antonio Das Areias,03
S. Salvador da Aramenha,04
Monforte,11
Assumar,01
Monforte,02
Santo Aleixo,03
Vaiamonte,04
Nisa,12
Alpalhao,01
Montalvao,05
Santana,07
S. Matias,08
Tolosa,10
Arez e Amieira do Tejo,11
Espirito Santo, Nossa Senhora da Graca e Sao Simao,12
Ponte de Sor,13
Galveias,01
Montargil,02
Foros de Arrao,04
Longomel,05
Ponte de Sor, Tramaga e Vale de Acor,08
Portalegre,14
Alagoa,01
Alegrete,02
Fortios,04
Urra,10
Se e Sao Lourenco,11
Reguengo e Sao Juliao,12
Ribeira de Nisa e Carreiras,13
Sousel,15
Cano,01
Casa Branca,02
Santo Amaro,03
Sousel,04
LISBOA,11
Alenquer,1
Carnota,06
Meca,07
Olhalvo,08
Ota,09
Ventosa,13
Vila Verde Dos Francos,14
Abrigada e Cabanas de Torres,17
Aldeia Galega da Merceana e Aldeia Gavinha,18
Alenquer (Santo Estevao e Triana),19
Carregado e Cadafais,20
Ribafria e Pereiro de Palhacana,21
Arruda Dos Vinhos,2
Arranho,01
Arruda Dos Vinhos,02
Cardosas,03
Santiago Dos Velhos,04
Azambuja,3
Alcoentre,01
Aveiras de Baixo,02
Aveiras de Cima,03
Azambuja,04
Vale do Paraiso,06
Vila Nova da Rainha,07
Manique do Intendente, V.N.De S.Pedro e Macussa,10
Cadaval,4
Alguber,01
Peral,07
Vermelha,09
Vilar,10
Cadaval e Pero Moniz,11
Lamas e Cercal,12
Painho e Figueiros,13
Cascais,5
Alcabideche,01
S. Domingos de Rana,06
Carcavelos e Parede,07
Cascais e Estoril,08
Lisboa,6
Ajuda,01
Alcantara,02
Beato,07
Benfica,08
Campolide,10
Carnide,11
Lumiar,18
Marvila,21
Olivais,33
S. Domingos de Benfica,39
Alvalade,54
Areeiro,55
Arroios,56
Avenidas Novas,57
Belem,58
Campo de Ourique,59
Estrela,60
Misericordia,61
Parque Das Nacoes,62
Penha de Franca,63
Santa Clara,64
Santa Maria Maior,65
Santo Antonio,66
Sao Vicente,67
Loures,7
Bucelas,02
Fanhoes,05
Loures,07
Lousa,08
Moscavide e Portela,26
Sacavem e Prior Velho,27
Santa Iria de Azoia, Sao Joao da Talha e Bobadela,28
Santo Antao e Sao Juliao do Tojal,29
Santo Antonio Dos Cavaleiros e Frielas,30
Camarate, Unhos e Apelacao,31
Lourinha,8
Moita Dos Ferreiros,03
Reguengo Grande,05
Santa Barbara,06
Vimeiro,08
Ribamar,10
Lourinha e Atalaia,12
Miragaia e Marteleira,13
Sao Bartolomeu Dos Galegos e Moledo,14
Mafra,9
Carvoeira,02
Encarnacao,04
Ericeira,06
Mafra,09
Milharado,11
Santo Isidoro,13
Azueira e Sobral da Abelheira,18
Enxara do Bispo, Gradil e Vila Franca do Rosario,19
Igreja Nova e Cheleiros,20
Malveira e Sao Miguel de Alcainca,21
Venda do Pinheiro e Santo Estevao Das Gales,22
Oeiras,10
Barcarena,02
Porto Salvo,10
Alges, Linda-A-Velha e Cruz Quebrada-Dafundo,12
Carnaxide e Queijas,13
Oeiras e S.Juliao da Barra, Paco de Arcos e Caxias,14
Sintra,11
Algueirao-Mem Martins,02
Colares,05
Rio de Mouro,08
Casal de Cambra,15
Agualva e Mira-Sintra,22
Almargem do Bispo, Pero Pinheiro e Montelavar,23
Cacem e Sao Marcos,24
Massama e Monte Abraao,25
Queluz e Belas,26
Sao Joao Das Lampas e Terrugem,27
S.Maria e S.Miguel, S.Martinho, S.Pedro Penaferrim,28
Sobral de Monte Agraco,12
Santo Quintino,01
Sapataria,02
Sobral de Monte Agraco,03
Torres Vedras,13
Freiria,06
Ponte do Rol,10
Ramalhal,11
S. Pedro da Cadeira,14
Silveira,16
Turcifal,17
Ventosa,18
A Dos Cunhados e Maceira,21
Campelos e Outeiro da Cabeca,22
Carvoeira e Carmoes,23
Dois Portos e Runa,24
Maxial e Monte Redondo,25
S.P., Santiago, S.M. Castelo e S.Miguel, Matacaes,26
Vila Franca de Xira,14
Vialonga,08
Vila Franca de Xira,09
Alhandra, Sao Joao Dos Montes e Calhandriz,12
Alverca do Ribatejo e Sobralinho,13
Castanheira do Ribatejo e Cachoeiras,14
Povoa de Santa Iria e Forte da Casa,15
Amadora,15
Alfragide,12
Aguas Livres,13
Encosta do Sol,14
Falagueira-Venda Nova,15
Mina de Agua,16
Venteira,17
Odivelas,16
Odivelas,03
Pontinha e Famoes,08
Povoa de Santo Adriao e Olival Basto,09
Ramada e Canecas,10
LEIRIA,10
Alcobaca,1
Alfeizerao,02
Barrio,04
Benedita,05
Cela,06
Evora de Alcobaca,08
Maiorga,09
S. Martinho do Porto,12
Turquel,14
Vimeiro,16
Aljubarrota,20
Alcobaca e Vestiaria,21
Coz, Alpedriz e Montes,22
Pataias e Martinganca,23
Alvaiazere,2
Almoster,01
Macas de D. Maria,04
Pelma,05
Alvaiazere,08
Pussos Sao Pedro,09
Ansiao,3
Alvorge,01
Avelar,03
Chao de Couce,04
Pousaflores,06
Santiago da Guarda,07
Ansiao,09
Batalha,4
Batalha,01
Reguengo do Fetal,02
S. Mamede,03
Golpilheira,04
Bombarral,5
Carvalhal,02
Rolica,03
Po,05
Bombarral e Vale Covo,06
Caldas da Rainha,6
A Dos Francos,01
Alvorninha,02
Carvalhal Benfeito,04
Foz do Arelho,06
Landal,07
Nadadouro,08
Salir de Matos,09
Santa Catarina,11
Vidais,15
Nossa Senhora do Populo, Coto e Sao Gregorio,17
Caldas da Rainha - Santo Onofre e Serra do Bouro,18
Tornada e Salir do Porto,19
Castanheira de Pera,7
Castanheira de Pera e Coentral,03
Figueiro Dos Vinhos,8
Aguda,01
Arega,02
Campelo,03
Figueiro Dos Vinhos e Bairradas,06
Leiria,9
Amor,01
Arrabal,02
Caranguejeira,07
Coimbrao,09
Maceira,13
Milagres,15
Regueira de Pontes,21
Bajouca,25
Bidoeira de Cima,26
Colmeias e Memoria,32
Leiria, Pousos, Barreira e Cortes,33
Marrazes e Barosa,34
Monte Real e Carvide,35
Monte Redondo e Carreira,36
Parceiros e Azoia,37
Santa Catarina da Serra e Chainca,38
Santa Eufemia e Boa Vista,39
Souto da Carpalhosa e Ortigosa,40
Marinha Grande,10
Marinha Grande,01
Vieira de Leiria,02
Moita,03
Nazare,11
Famalicao,01
Nazare,02
Valado Dos Frades,03
Obidos,12
A Dos Negros,01
Amoreira,02
Olho Marinho,03
Vau,07
Gaeiras,08
Usseira,09
Santa Maria, Sao Pedro e Sobral da Lagoa,10
Pedrogao Grande,13
Graca,01
Pedrogao Grande,02
Vila Facaia,03
Peniche,14
Atouguia da Baleia,02
Serra D'el-Rei,05
Ferrel,06
Peniche,07
Pombal,15
Abiul,01
Almagreira,03
Carnide,04
Carrico,05
Lourical,06
Pelariga,08
Pombal,09
Redinha,10
Vermoil,13
Vila Ca,14
Meirinhas,15
Guia, Ilha e Mata Mourisca,18
Santiago e S.Simao de Litem e Albergaria Dos Doze,19
Porto de Mos,16
Alqueidao da Serra,02
Calvaria de Cima,05
Juncal,06
Mira de Aire,08
Pedreiras,09
S. Bento,10
Serro Ventoso,13
Porto de Mos - Sao Joao Baptista e Sao Pedro,14
Alvados e Alcaria,15
Arrimal e Mendiga,16
GUARDA,9
Aguiar da Beira,1
Carapito,02
Corticada,03
Dornelas,05
Eirado,06
Forninhos,07
Pena Verde,09
Pinheiro,10
Aguiar da Beira e Coruche,14
Sequeiros e Gradiz,15
Souto de Aguiar da Beira e Valverde,16
Almeida,2
Almeida,03
Castelo Bom,07
Freineda,09
Freixo,10
Malhada Sorda,13
Nave de Haver,19
S. Pedro de Rio Seco,24
Vale da Mula,27
Vilar Formoso,29
Amoreira, Parada e Cabreira,30
Azinhal, Peva e Valverde,31
Castelo Mendo, Ade, Monteperobolso e Mesquitela,32
Junca e Naves,33
Leomil, Mido, Senouras e Aldeia Nova,34
Malpartida e Vale de Coelha,35
Miuzela e Porto de Ovelha,36
Celorico da Beira,3
Baracal,02
Carrapichana,04
Forno Telheiro,06
Lajeosa do Mondego,07
Linhares,08
Macal do Chao,09
Mesquitela,10
Minhocal,11
Prados,12
Ratoeira,14
Vale de Azares,18
Casas do Soeiro,22
Acores e Velosa,23
Sao Pedro e Santa Maria e Vila Boa do Mondego,24
Cortico da Serra, Vide Entre Vinhas e Salgueirais,25
Rapa e Cadafaz,26
Figueira de Castelo Rodrigo,4
Castelo Rodrigo,03
Escalhao,06
Figueira de Castelo Rodrigo,08
Mata de Lobos,10
Vermiosa,15
Algodres, Vale de Afonsinho e Vilar de Amargo,18
Almofala e Escarigo,19
Cinco Vilas e Reigada,20
Freixeda Torrao, Quinta Pero Martins, Penha Aguia,21
Colmeal e Vilar Torpim,22
Fornos de Algodres,5
Algodres,01
Casal Vasco,02
Figueiro da Granja,04
Fornos de Algodres,05
Infias,07
Maceira,09
Matanca,10
Muxagata,11
Queiriz,12
Cortico e Vila Cha,17
Juncais, Vila Ruiva e Vila Soeiro do Chao,18
Sobral Pichorro e Fuinhas,19
Gouveia,6
Arcozelo,02
Cativelos,03
Folgosinho,05
Nespereira,12
Pacos da Serra,13
Ribamondego,14
S. Paio,17
Vila Cortes da Serra,19
Vila Franca da Serra,20
Vila Nova de Tazem,21
Aldeias e Mangualde da Serra,23
Figueiro da Serra e Freixo da Serra,24
Gouveia (Sao Pedro e Sao Juliao),25
Melo e Nabais,26
Moimenta da Serra e Vinho,27
Rio Torto e Lagarinhos,28
Guarda,7
Aldeia do Bispo,03
Aldeia Vicosa,04
Alvendre,05
Arrifana,06
Avelas da Ribeira,08
Benespera,09
Casal de Cinza,11
Castanheira,12
Cavadoude,13
Codesseiro,14
Faia,16
Famalicao,17
Fernao Joanes,18
Goncalo Bocas,21
Joao Antao,22
Macainhas,23
Marmeleiro,24
Meios,25
Panoias de Cima,28
Pega,29
Pera do Moco,30
Porto da Carne,32
Ramela,34
Santana da Azinha,38
Sobral da Serra,44
Vale de Estrela,46
Valhelhas,47
Vela,48
Videmonte,49
Vila Cortes do Mondego,50
Vila Fernando,51
Vila Franca do Deao,52
Vila Garcia,53
Goncalo,57
Guarda,58
Jarmelo Sao Miguel,59
Jarmelo Sao Pedro,60
Avelas de Ambom e Rocamondo,61
Corujeira e Trinta,62
Mizarela, Pero Soares e Vila Soeiro,63
Pousade e Albardo,64
Rochoso e Monte Margarida,65
Adao,66
Manteigas,8
Sameiro,01
Manteigas (Santa Maria),02
Manteigas (S. Pedro),03
Vale da Amoreira,04
Meda,9
Aveloso,01
Barreira,02
Coriscada,05
Longroiva,07
Marialva,08
Poco do Canto,12
Rabacal,14
Ranhados,15
Meda, Outeiro de Gatos e Fonte Longa,17
Prova e Casteicao,18
Vale Flor, Carvalhal e Pai Penela,19
Pinhel,10
Ervedosa,09
Freixedas,10
Lamegal,12
Lameiras,13
Manigoto,14
Pala,15
Pinhel,17
Pinzio,18
Souro Pires,24
Vascoveiro,27
Agregacao Das Freguesias Sul de Pinhel,28
Alverca da Beira/Bouca Cova,29
Terras de Massueime,30
Valbom/Bogalhal,31
Alto do Palurdo,32
Vale do Coa,33
Vale do Massueime,34
Atalaia e Safurdao,35
Sabugal,11
Aguas Belas,01
Aldeia do Bispo,02
Aldeia da Ponte,03
Aldeia Velha,06
Alfaiates,07
Baracal,09
Bendada,10
Bismula,11
Casteleiro,12
Cerdeira,13
Foios,14
Malcata,18
Nave,20
Quadrazais,23
Quintas de Sao Bartolomeu,24
Rapoula do Coa,25
Rebolosa,26
Rendo,27
Sortelha,33
Souto,34
Vale de Espinho,36
Vila Boa,38
Vila do Touro,39
Aldeia da Ribeira, Vilar Maior e Badamalos,41
Lajeosa e Forcalhos,42
Pousafoles do Bispo, Pena Lobo e Lomba,43
Ruvina, Ruivos e Vale Das Eguas,44
Sabugal e Aldeia de Santo Antonio,45
Santo Estevao e Moita,46
Seixo do Coa e Vale Longo,47
Seia,12
Alvoco da Serra,01
Girabolhos,05
Loriga,07
Paranhos,08
Pinhancos,09
Sabugueiro,10
Sandomil,12
Santa Comba,13
Santiago,16
Sazes da Beira,19
Teixeira,21
Travancinha,24
Valezim,25
Vila Cova A Coelheira,28
Carragozela e Varzea de Meruge,30
Sameice e Santa Eulalia,31
Santa Marinha e Sao Martinho,32
Seia, Sao Romao e Lapa Dos Dinheiros,33
Torrozelo e Folhadosa,34
Tourais e Lajes,35
Vide e Cabeca,36
Trancoso,13
Aldeia Nova,01
Castanheira,03
Cogula,04
Cotimos,05
Fiaes,07
Granja,09
Guilheiro,10
Moimentinha,11
Moreira de Rei,12
Palhais,13
Povoa do Concelho,14
Reboleiro,15
Rio de Mel,16
Tamanhos,21
Valdujo,25
Freches e Torres,30
Torre do Terrenho, Sebadelhe da Serra e Terrenho,31
Trancoso (Sao Pedro e Santa Maria) e Souto Maior,32
Vale do Seixo e Vila Garcia,33
Vila Franca Das Naves e Feital,34
Vilares e Carnicaes,35
Vila Nova de Foz Coa,14
Almendra,01
Castelo Melhor,02
Cedovim,03
Chas,04
Custoias,05
Horta,07
Muxagata,10
Numao,11
Santa Comba,12
Sebadelhe,14
Seixas,15
Touca,16
Freixo de Numao,18
Vila Nova de Foz Coa,19
FARO,8
Albufeira,1
Guia,02
Paderne,03
Ferreiras,04
Albufeira e Olhos de Agua,06
Alcoutim,2
Gioes,02
Martim Longo,03
Vaqueiros,05
Alcoutim e Pereiro,06
Aljezur,3
Aljezur,01
Bordeira,02
Odeceixe,03
Rogil,04
Castro Marim,4
Azinhal,01
Castro Marim,02
Odeleite,03
Altura,04
Faro,5
Santa Barbara de Nexe,03
Montenegro,06
Conceicao e Estoi,07
Faro (Se e Sao Pedro),08
Lagoa (Algarve),6
Ferragudo,02
Porches,04
Estombar e Parchal,07
Lagoa e Carvoeiro,08
Lagos,7
Luz,03
Odiaxere,04
Bensafrim e Barao de Sao Joao,07
Lagos (Sao Sebastiao e Santa Maria),08
Loule,8
Almancil,01
Alte,02
Ameixial,03
Boliqueime,04
Quarteira,05
Salir,07
Loule (S. Clemente),08
Loule (S. Sebastiao),09
Querenca, Tor e Benafim,12
Monchique,9
Alferce,01
Marmelete,02
Monchique,03
Olhao,10
Olhao,03
Pechao,04
Quelfes,05
Moncarapacho e Fuseta,06
Portimao,11
Alvor,01
Mexilhoeira Grande,02
Portimao,03
S. Bras de Alportel,12
S. Bras de Alportel,01
Silves,13
Armacao de Pera,03
S. Bartolomeu de Messines,05
S. Marcos da Serra,06
Silves,07
Alcantarilha e Pera,09
Algoz e Tunes,10
Tavira,14
Cachopo,01
Santa Catarina da Fonte do Bispo,04
Santa Luzia,08
Conceicao e Cabanas de Tavira,10
Luz de Tavira e Santo Estevao,11
Tavira (Santa Maria e Santiago),12
Vila do Bispo,15
Barao de S. Miguel,01
Budens,02
Vila de Sagres,04
Vila do Bispo e Raposeira,06
Vila Real de Santo Antonio,16
Vila Nova de Cacela,01
Vila Real de Santo Antonio,02
Monte Gordo,03
EVORA,7
Alandroal,1
Santiago Maior,03
Capelins (Santo Antonio),04
Terena (S. Pedro),05
N.S. Conceicao, S.Bras Matos, Juromenha,07
Arraiolos,2
Arraiolos,01
Igrejinha,02
Vimieiro,06
Gafanhoeira (Sao Pedro) e Sabugueiro,08
Sao Gregorio e Santa Justa,09
Borba,3
Borba (Matriz),01
Orada,02
Rio de Moinhos,03
Borba (S. Bartolomeu),04
Estremoz,4
Arcos,01
Gloria,02
Evora Monte (Santa Maria),04
S. Domingos de Ana Loura,11
Veiros,13
Estremoz (Santa Maria e Santo Andre),14
Sao Bento do Cortico e Santo Estevao,15
Sao Lourenco de Mamporcao e Sao Bento de Ana Loura,16
Ameixial (Santa Vitoria e Sao Bento),17
Evora,5
Nossa Senhora da Graca do Divor,02
Nossa Senhora de Machede,03
S. Bento do Mato,06
S. Miguel de Machede,09
Torre de Coelheiros,13
Canaviais,15
Bacelo e Senhora da Saude,22
Evora (Sao Mamede, Se, Sao Pedro e Santo Antao),23
Malagueira e Horta Das Figueiras,24
N.S. da Tourega e N.S. de Guadalupe,25
Sao Mancos e Sao Vicente do Pigeiro,26
S.Sebastiao da Giesteira e N.S. da Boa Fe,27
Montemor-O-Novo,6
Cabrela,01
Santiago do Escoural,05
S. Cristovao,06
Ciborro,07
Foros de Vale de Figueira,10
Corticadas de Lavre e Lavre,11
N.S. da Vila, N.S. do Bispo e Silveiras,12
Mora,7
Brotas,01
Cabecao,02
Mora,03
Pavia,04
Mourao,8
Granja,01
Luz,02
Mourao,03
Portel,9
Monte do Trigo,03
Portel,05
Santana,06
Vera Cruz,08
Amieira e Alqueva,09
Sao Bartolomeu do Outeiro e Oriola,10
Redondo,10
Montoito,01
Redondo,02
Reguengos de Monsaraz,11
Corval,02
Monsaraz,03
Reguengos de Monsaraz,04
Campo e Campinho,06
Vendas Novas,12
Vendas Novas,01
Landeira,02
Viana do Alentejo,13
Alcacovas,01
Viana do Alentejo,02
Aguiar,03
Vila Vicosa,14
Bencatel,01
Ciladas,02
Pardais,04
Nossa Senhora da Conceicao e Sao Bartolomeu,06
COIMBRA,6
Arganil,1
Arganil,02
Benfeita,04
Celavisa,05
Folques,09
Piodao,11
Pomares,12
Pombeiro da Beira,13
S. Martinho da Cortica,14
Sarzedo,15
Secarias,16
Cepos e Teixeira,19
Cerdeira e Moura da Serra,20
Coja e Barril de Alva,21
Vila Cova de Alva e Anseriz,22
Cantanhede,2
Anca,01
Cadima,03
Cordinha,05
Febres,07
Murtede,08
Ourenta,09
Tocha,14
S. Caetano,15
Sanguinheira,18
Cantanhede e Pocarica,20
Covoes e Camarneira,21
Portunhos e Outil,22
Sepins e Bolho,23
Vilamar e Corticeiro de Cima,24
Coimbra,3
Almalagues,01
Brasfemes,09
Ceira,11
Cernache,12
Santo Antonio Dos Olivais,18
S. Joao do Campo,20
S. Silvestre,24
Torres do Mondego,29
Antuzede e Vil de Matos,32
Assafarge e Antanhol,33
Se Nova, Santa Cruz, Almedina e Sao Bartolomeu,34
Eiras e Sao Paulo de Frades,35
Santa Clara e Castelo Viegas,36
Sao Martinho de Arvore e Lamarosa,37
Sao Martinho do Bispo e Ribeira de Frades,38
Souselas e Botao,39
Taveiro, Ameal e Arzila,40
Trouxemil e Torre de Vilela,41
Condeixa-A-Nova,4
Anobra,01
Ega,06
Furadouro,07
Zambujal,10
Condeixa-A-Velha e Condeixa-A-Nova,11
Sebal e Belide,12
Vila Seca e Bem da Fe,13
Figueira da Foz,5
Alqueidao,02
Maiorca,07
Marinha Das Ondas,08
Tavarede,12
Vila Verde,13
S. Pedro,14
Bom Sucesso,15
Moinhos de Gandara,18
Alhadas,19
Buarcos,20
Ferreira-A-Nova,21
Lavos,22
Paiao,23
Quiaios,24
Gois,6
Alvares,01
Gois,04
Vila Nova do Ceira,05
Cadafaz e Colmeal,06
Lousa,7
Serpins,04
Gandaras,06
Foz de Arouce e Casal de Ermio,07
Lousa e Vilarinho,08
Mira,8
Mira,01
Seixo,02
Carapelhos,03
Praia de Mira,04
Miranda do Corvo,9
Lamas,01
Miranda do Corvo,02
Vila Nova,05
Semide e Rio Vide,06
Montemor-O-Velho,10
Arazede,02
Carapinheira,03
Liceia,05
Meas do Campo,06
Pereira,08
Santo Varao,09
Seixo de Gatoes,10
Tentugal,11
Ereira,14
Abrunheira, Verride e Vila Nova da Barca,15
Montemor-O-Velho e Gatoes,16
Oliveira do Hospital,11
Aldeia Das Dez,01
Alvoco Das Varzeas,02
Avo,03
Bobadela,04
Lagares,06
Lourosa,09
Meruge,10
Nogueira do Cravo,11
S. Giao,15
Seixo da Beira,18
Travanca de Lagos,19
Ervedal e Vila Franca da Beira,22
Lagos da Beira e Lajeosa,23
Oliveira do Hospital e Sao Paio de Gramacos,24
Penalva de Alva e Sao Sebastiao da Feira,25
Santa Ovaia e Vila Pouca da Beira,26
Pampilhosa da Serra,12
Cabril,01
Dornelas do Zezere,02
Janeiro de Baixo,04
Pampilhosa da Serra,06
Pessegueiro,07
Unhais-O-Velho,09
Fajao-Vidual,11
Portela do Fojo-Machio,12
Penacova,13
Carvalho,01
Figueira de Lorvao,02
Lorvao,04
Penacova,07
Sazes do Lorvao,10
Friumes e Paradela,12
Oliveira do Mondego e Travanca do Mondego,13
Sao Pedro de Alva e Sao Paio de Mondego,14
Penela,14
Cumeeira,01
Espinhal,02
Podentes,03
Sao Miguel, Santa Eufemia e Rabacal,07
Soure,15
Alfarelos,01
Figueiro do Campo,04
Granja do Ulmeiro,06
Samuel,08
Soure,09
Tapeus,10
Vila Nova de Ancos,11
Vinha da Rainha,12
Degracias e Pombalinho,13
Gesteira e Brunhos,14
Tabua,16
Candosa,02
Carapinha,03
Midoes,08
Mouronho,09
Povoa de Midoes,11
S. Joao da Boa Vista,12
Tabua,14
Azere e Covelo,16
Covas e Vila Nova de Oliveirinha,17
Espariz e Sinde,18
Pinheiro de Coja e Meda de Mouros,19
Vila Nova de Poiares,17
Arrifana,01
Lavegadas,02
Poiares (Santo Andre),03
S. Miguel de Poiares,04
C BRANCO,5
Belmonte,1
Caria,02
Inguias,04
Macainhas,05
Belmonte e Colmeal da Torre,06
Castelo Branco,2
Alcains,01
Almaceda,02
Benquerencas,03
Castelo Branco,05
Lardosa,11
Lourical do Campo,12
Malpica do Tejo,14
Monforte da Beira,16
Salgueiro do Campo,20
Santo Andre Das Tojeiras,21
S. Vicente da Beira,22
Sarzedas,23
Tinalhas,25
Cebolais de Cima e Retaxo,26
Escalos de Baixo e Mata,27
Escalos de Cima e Lousa,28
Freixial e Juncal do Campo,29
Ninho do Acor e Sobral do Campo,30
Povoa de Rio de Moinhos e Cafede,31
Covilha,3
Aldeia de S. Francisco de Assis,02
Boidobra,05
Cortes do Meio,08
Dominguizo,09
Erada,10
Ferro,11
Orjais,12
Paul,14
Peraboa,15
S. Jorge da Beira,18
Sobral de S. Miguel,22
Tortosendo,24
Unhais da Serra,25
Verdelhos,27
Barco e Coutada,32
Cantar-Galo e Vila do Carvalho,33
Casegas e Ourondo,34
Covilha e Canhoso,35
Peso e Vales do Rio,36
Teixoso e Sarzedo,37
Vale Formoso e Aldeia do Souto,38
Fundao,4
Alcaide,01
Alcaria,02
Alcongosta,03
Alpedrinha,06
Barroca,08
Bogas de Cima,10
Capinha,11
Castelejo,12
Castelo Novo,13
Fatela,16
Lavacolhos,19
Orca,20
Pero Viseu,21
Silvares,24
Soalheira,25
Souto da Casa,26
Telhado,27
Enxames,31
Tres Povos,32
Janeiro de Cima e Bogas de Baixo,33
Fundao, Valverde, Donas, A. Joanes, A. Nova Cabo,34
Povoa de Atalaia e Atalaia do Campo,35
Vale de Prazeres e Mata da Rainha,36
Idanha-A-Nova,5
Aldeia de Santa Margarida,02
Ladoeiro,05
Medelim,06
Oledo,09
Penha Garcia,10
Proenca-A-Velha,11
Rosmaninhal,12
S. Miguel de Acha,14
Touloes,16
Idanha-A-Nova e Alcafozes,18
Monfortinho e Salvaterra do Extremo,19
Monsanto e Idanha-A-Velha,20
Zebreira e Segura,21
Oleiros,6
Alvaro,01
Cambas,03
Isna,05
Madeira,06
Mosteiro,07
Orvalho,09
Sarnadas de S. Simao,10
Sobral,11
Estreito-Vilar Barroco,13
Oleiros-Amieira,14
Penamacor,7
Aranhas,04
Benquerenca,06
Meimao,07
Meimoa,08
Penamacor,10
Salvador,11
Vale da Senhora da Povoa,12
Aldeia do Bispo, Aguas e Aldeia de Joao Pires,13
Pedrogao de Sao Pedro e Bemposta,14
Proenca-A-Nova,8
Montes da Senhora,02
S. Pedro do Esteval,05
Proenca-A-Nova e Peral,07
Sobreira Formosa e Alvito da Beira,08
Serta,9
Cabecudo,01
Carvalhal,02
Castelo,03
Pedrogao Pequeno,11
Serta,12
Troviscal,13
Varzea Dos Cavaleiros,14
Cernache do Bonjardim, Nesperal e Palhais,15
Cumeada e Marmeleiro,16
Ermida e Figueiredo,17
Vila de Rei,10
Fundada,01
S. Joao do Peso,02
Vila de Rei,03
Vila Velha de Rodao,11
Fratel,01
Perais,02
Sarnadas de Rodao,03
Vila Velha de Rodao,04
BRAGANCA,4
Alfandega da Fe,1
Alfandega da Fe,02
Cerejais,03
Sambade,11
Vilar Chao,18
Vilarelhos,19
Vilares de Vilarica,20
Agrobom, Saldonha e Vale Pereiro,21
Eucisia, Gouveia e Valverde,22
Ferradosa e Sendim da Serra,23
Gebelim e Soeima,24
Parada e Sendim da Ribeira,25
Pombal e Vales,26
Braganca,2
Alfaiao,01
Babe,03
Bacal,04
Carragosa,06
Castro de Avelas,09
Coelhoso,10
Donai,12
Espinhosela,13
Franca,15
Gimonde,16
Gondesende,17
Gostei,18
Grijo de Parada,19
Macedo do Mato,21
Mos,24
Nogueira,25
Outeiro,26
Paramio,29
Pinela,30
Quintanilha,32
Quintela de Lampacas,33
Rabal,34
Rebordaos,36
Salsas,39
Samil,40
Santa Comba de Rossas,41
S. Pedro de Serracenos,44
Sendas,46
Serapicos,47
Sortes,48
Zoio,49
Aveleda e Rio de Onor,50
Castrelos e Carrazedo,51
Izeda, Calvelhe e Paradinha Nova,52
Parada e Failde,53
Rebordainhos e Pombares,54
Rio Frio e Milhao,55
Sao Juliao de Palacios e Deilao,56
Se, Santa Maria e Meixedo,57
Carrazeda de Ansiaes,3
Carrazeda de Ansiaes,04
Fonte Longa,06
Linhares,08
Marzagao,09
Parambos,11
Pereiros,12
Pinhal do Norte,13
Pombal,14
Seixo de Ansiaes,16
Vilarinho da Castanheira,18
Amedo e Zedes,20
Belver e Mogo de Malta,21
Castanheiro do Norte e Ribalonga,22
Lavandeira, Beira Grande e Selores,23
Freixo de Espada A Cinta,4
Ligares,04
Poiares,06
Freixo de Espada a Cinta e Mazouco,07
Lagoaca e Fornos,08
Macedo de Cavaleiros,5
Amendoeira,02
Arcas,03
Carrapatas,07
Chacim,09
Corticos,10
Corujas,11
Ferreira,14
Grijo,15
Lagoa,16
Lamalonga,17
Lamas,18
Lombo,19
Macedo de Cavaleiros,20
Morais,21
Olmos,23
Peredo,24
Salselas,26
Sezulfe,28
Talhas,30
Vale Benfeito,32
Vale da Porca,33
Vale de Prados,34
Vilarinho de Agrochao,36
Vinhas,38
Ala e Vilarinho do Monte,39
Bornes e Burga,40
Castelaos e Vilar do Monte,41
Espadanedo, Edroso, Murcos e Soutelo Mourisco,42
Podence e Santa Combinha,43
Talhinhas e Bagueixe,44
Miranda do Douro,6
Duas Igrejas,04
Genisio,05
Malhadas,07
